package,number,created,closed,author
ACT,604,2023-01-04T20:43:24Z,2023-02-09T19:08:54Z,AdamTheisen
ACT,606,2023-01-20T15:51:01Z,2023-03-21T17:10:21Z,Aifang-Zhou
ACT,607,2023-01-25T22:13:41Z,2023-03-21T17:07:59Z,mgrover1
ACT,609,2023-01-26T03:20:14Z,2023-01-26T15:52:28Z,zssherman
ACT,611,2023-01-26T21:55:42Z,2023-02-18T17:00:13Z,sophiaanr
ACT,614,2023-02-02T18:38:06Z,2023-02-07T13:07:39Z,mgrover1
ACT,618,2023-02-10T16:32:36Z,2023-02-15T15:47:38Z,Aifang-Zhou
ACT,619,2023-02-16T21:58:13Z,2023-03-10T18:41:28Z,zssherman
ACT,626,2023-02-23T19:16:46Z,2023-03-03T21:37:02Z,mgrover1
ACT,629,2023-03-09T15:41:35Z,2023-03-13T18:14:01Z,kenkehoe
ACT,631,2023-03-10T14:27:25Z,2023-04-14T15:23:43Z,AdamTheisen
ACT,633,2023-03-10T20:30:27Z,2023-03-10T21:11:37Z,mtuftedal
ACT,642,2023-03-18T14:31:02Z,2023-03-18T20:24:49Z,wxwolff
ACT,648,2023-03-28T02:27:56Z,2023-03-28T19:50:08Z,AdamTheisen
ACT,650,2023-03-29T14:47:19Z,2023-03-29T21:13:06Z,AdamTheisen
ACT,652,2023-04-03T16:00:05Z,2023-04-05T17:27:35Z,AdamTheisen
ACT,662,2023-04-20T20:58:10Z,2023-04-26T20:32:53Z,mtuftedal
ACT,674,2023-05-12T20:52:02Z,2023-05-12T21:19:11Z,mgrover1
ACT,679,2023-05-31T19:22:46Z,2023-06-15T22:12:01Z,jrobrien91
ACT,680,2023-05-31T19:34:45Z,2023-09-27T16:20:49Z,AdamTheisen
ACT,688,2023-06-19T01:39:20Z,2023-11-29T22:41:02Z,AdamTheisen
ACT,697,2023-07-07T14:23:03Z,2023-11-30T04:04:28Z,AdamTheisen
ACT,699,2023-07-19T21:11:42Z,2023-12-15T19:03:11Z,cgodine
ACT,702,2023-08-08T18:38:49Z,,jrobrien91
ACT,703,2023-08-08T22:08:51Z,,maxwelllevin
ACT,704,2023-08-16T20:39:38Z,2023-09-29T13:05:14Z,AdamTheisen
ACT,705,2023-08-24T15:30:05Z,2023-09-07T20:18:21Z,AdamTheisen
ACT,710,2023-09-21T18:52:53Z,2023-11-08T21:52:41Z,jrobrien91
ACT,718,2023-09-27T16:41:31Z,,jrobrien91
ACT,721,2023-10-09T12:37:59Z,2023-10-09T19:44:03Z,AdamTheisen
ACT,727,2023-10-09T19:45:37Z,2023-11-29T23:07:43Z,AdamTheisen
ACT,730,2023-10-11T17:57:46Z,2023-11-30T00:43:55Z,AdamTheisen
ACT,731,2023-10-11T18:05:47Z,2023-12-14T15:18:48Z,AdamTheisen
ACT,732,2023-10-11T18:38:02Z,2023-11-30T01:04:43Z,AdamTheisen
ACT,733,2023-10-11T18:49:52Z,2023-10-27T17:27:35Z,kenkehoe
ACT,738,2023-10-13T18:59:30Z,2023-11-07T21:04:32Z,AdamTheisen
ACT,744,2023-10-25T14:56:05Z,2023-11-08T18:48:44Z,dennyh-ssec
ACT,750,2023-11-08T21:23:28Z,2023-11-17T22:39:24Z,sgupta92
ACT,753,2023-11-16T19:03:50Z,2023-11-30T23:14:03Z,mgrover1
ACT,757,2023-11-21T23:25:25Z,2023-11-28T19:28:20Z,sgupta92
ACT,766,2023-12-08T22:41:38Z,2023-12-12T19:48:53Z,kenkehoe
ACT,767,2023-12-11T16:33:32Z,2023-12-11T21:29:08Z,AdamTheisen
ACT,768,2023-12-11T17:00:29Z,2024-02-16T17:12:42Z,AdamTheisen
ACT,772,2023-12-14T20:07:47Z,2024-01-23T22:55:20Z,AdamTheisen
ACT,773,2023-12-14T20:08:56Z,,AdamTheisen
ACT,774,2023-12-14T20:10:33Z,,AdamTheisen
ACT,781,2024-01-04T19:28:50Z,2024-02-28T19:56:46Z,AdamTheisen
ACT,784,2024-01-09T16:03:18Z,2024-01-31T19:37:51Z,AdamTheisen
ACT,787,2024-01-16T15:52:26Z,2024-01-19T22:14:07Z,mgrover1
ACT,793,2024-01-25T16:34:07Z,2024-01-31T19:47:27Z,kenkehoe
ACT,806,2024-02-28T20:16:36Z,,zssherman
ACT,814,2024-03-29T22:01:30Z,2024-04-02T19:23:13Z,zssherman
ACT,816,2024-04-02T19:51:47Z,2024-04-04T18:21:33Z,zssherman
ACT,821,2024-04-10T15:07:23Z,,AdamTheisen
ACT,829,2024-05-02T12:58:44Z,2024-05-07T18:45:01Z,AdamTheisen
ACT,833,2024-05-22T17:24:48Z,2024-05-22T20:26:57Z,rcjackson
ACT,836,2024-05-29T18:29:43Z,2024-06-05T14:46:49Z,AdamTheisen
ACT,838,2024-06-05T14:47:39Z,2024-07-03T13:26:55Z,kenkehoe
ACT,843,2024-07-05T18:15:49Z,,AdamTheisen
ACT,846,2024-07-19T17:49:09Z,,AdamTheisen
